edition_id,work_id,edition_title,publisher,publication_city,publication_country,publication_year,edition_number,volume_count,editor,reviewer,translator,isbn,series,print_notes,bibliographic_record_url
openiti_edition_JK000335,openiti_work_0620IbnQudamaMaqdisi.DhammTawil,ذم التأويل,,,,,,,,,,,,بدر بن عبد الله البدر :: الكويت :: 1406 :: الدار السلفية,
openiti_edition_Shamela0006425,openiti_work_0620IbnQudamaMaqdisi.DhammTawil,ذم التأويل,,,,,,,,,,,,بدر بن عبد الله البدر :: الدار السلفية - الكويت,
openiti_edition_Shamela0030317,openiti_work_0620IbnQudamaMaqdisi.FadlYawmTarwiyya,فضل يوم التروية وعرفة,,,,,,,,,,,,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_JK000328,openiti_work_0620IbnQudamaMaqdisi.HikayatMunazara,حكاية المناظرة في القرآن مع بعض أهل البدعة,,,,,,,,,,,,عبد الله يوسف الجديع :: الرياض :: 1409 :: مكتبة الرشد,
openiti_edition_Shamela0005554,openiti_work_0620IbnQudamaMaqdisi.HikayatMunazara,حكاية المناظرة في القرآن مع بعض أهل البدعة,,,,,,,,,,,,عبد الله يوسف الجديع :: مكتبة الرشد - الرياض,
openiti_edition_JK000337,openiti_work_0620IbnQudamaMaqdisi.IthbatSifatCuluww,إثبات صفة العلو,,,,,,,,,,,,بدر عبد الله البدر :: الكويت :: 1406 :: الدار السلفية,
openiti_edition_ShamAY0033625,openiti_work_0620IbnQudamaMaqdisi.IthbatSifatCuluww,إثبات صفة العلو,,,,,,,,,,,,بدر عبد الله البدر :: الدار السلفية - الكويت,
openiti_edition_Shamela0007268,openiti_work_0620IbnQudamaMaqdisi.IthbatSifatCuluww,إثبات صفة العلو,,,,,,,,,,,,أحمد بن عطية بن علي الغامدي :: مكتبة العلوم والحكم، المدينة المنورة، المملكة العربية السعودية,
openiti_edition_JK000254,openiti_work_0620IbnQudamaMaqdisi.KafiFiFiqh,الكافي في فقه الإمام المبجل أحمد بن حنبل,,,,,,,,,,,,بيروت :: المكتب الاسلامي,
openiti_edition_ShamAY0034259,openiti_work_0620IbnQudamaMaqdisi.KafiFiFiqh,الكافي في فقه الإمام المبجل أحمد بن حنبل,,,,,,,,,,,,المكتب الاسلامي,
openiti_edition_Shamela0021731,openiti_work_0620IbnQudamaMaqdisi.KafiFiFiqh,الكافي في فقه الإمام المبجل أحمد بن حنبل,,,,,,,,,,,,دار الكتب العلمية,
openiti_edition_JK000352,openiti_work_0620IbnQudamaMaqdisi.LumcatIctiqad,لمعة الاعتقاد,,,,,,,,,,,,بدر بن عبد الله البدر :: الكويت :: 1406 :: الدار السلفية,
openiti_edition_Shamela0030855,openiti_work_0620IbnQudamaMaqdisi.LumcatIctiqad,لمعة الاعتقاد,,,,,,,,,,,,وزارة الشؤون الإسلامية والأوقاف والدعوة والإرشاد - المملكة العربية السعودية,
openiti_edition_JK000154,openiti_work_0620IbnQudamaMaqdisi.Mughni,المغني في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,بيروت :: 1405 :: دار الفكر,
openiti_edition_ShamAY0034266,openiti_work_0620IbnQudamaMaqdisi.Mughni,المغني في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,1405ه / 1985م :: دار إحيار التراث العربي,
openiti_edition_Shamela0008463,openiti_work_0620IbnQudamaMaqdisi.Mughni,المغني في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,1388هـ - 1968م :: مكتبة القاهرة,
openiti_edition_ShamAY0034173,openiti_work_0620IbnQudamaMaqdisi.MuntakhabMinCilal,المنتخب من علل الخلال (ومعه تتمة),,,,,,,,,,,,أبو عمر محمد بن علي الأزهري :: الأولى، 1433 ه - 2012 م :: الفاروق الحديثة للطباعة والنشر - القاهرة,
openiti_edition_Shamela0026075,openiti_work_0620IbnQudamaMaqdisi.MuntakhabMinCilal,المنتخب من علل الخلال (ومعه تتمة),,,,,,,,,,,,أبي معاذ طارق بن عوض الله بن محمد :: دار الراية للنشر والتوزيع,
openiti_edition_JK000787BK1,openiti_work_0620IbnQudamaMaqdisi.MuqnicFiFiqh,المقنع في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,بيروت :: 1400 :: المكتب الإسلامي,
openiti_edition_Sham19Y0019233,openiti_work_0620IbnQudamaMaqdisi.MuqnicFiFiqh,المقنع في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,الأولى، 1421 ه - 2000 م :: مكتبة السوادي للتوزيع، جدة - المملكة العربية السعودية,
openiti_edition_Shamela0021619BK1,openiti_work_0620IbnQudamaMaqdisi.MuqnicFiFiqh,المقنع في فقه الإمام أحمد بن حنبل الشيباني,,,,,,,,,,,,دار الكتب العلمية، بيروت - لبنان,
openiti_edition_JK000671,openiti_work_0620IbnQudamaMaqdisi.MutahabbinFiLlah,المتحابين في الله,,,,,,,,,,,,دمشق :: 1411 - 1991 :: دار الطباع,
openiti_edition_Shamela0006763,openiti_work_0620IbnQudamaMaqdisi.MutahabbinFiLlah,المتحابين في الله,,,,,,,,,,,,دار الطباع - دمشق,
openiti_edition_JK000156,openiti_work_0620IbnQudamaMaqdisi.RawdatNazir,روضة الناظر وجنة المناظر,,,,,,,,,,,,د. عبد العزيز عبد الرحمن السعيد :: الرياض :: 1399 :: جامعة الإمام محمد بن سعود,
openiti_edition_ShamAY0034197,openiti_work_0620IbnQudamaMaqdisi.RawdatNazir,روضة الناظر وجنة المناظر,,,,,,,,,,,,د. عبد العزيز عبد الرحمن السعيد :: جامعة الإمام محمد بن سعود - الرياض,
openiti_edition_Shamela0012010,openiti_work_0620IbnQudamaMaqdisi.RawdatNazir,روضة الناظر وجنة المناظر,,,,,,,,,,,,مؤسسة الريان للطباعة والنشر والتوزيع,
openiti_edition_Shamela0009384,openiti_work_0620IbnQudamaMaqdisi.RiqqaWaBuka,الرقة والبكاء لابن قدامة,,,,,,,,,,,,محمد خير رمضان يوسف :: دار القلم، دمشق، الدار الشامية، بيروت,
openiti_edition_Shamela0011218,openiti_work_0620IbnQudamaMaqdisi.RisalaFiQuran,رسالة في القرآن وكلام الله,,,,,,,,,,,,يوسف بن محمد السعيد :: دار أطلس الخضراء، المملكة العربية السعودية,
openiti_edition_JK000941,openiti_work_0620IbnQudamaMaqdisi.TahrimNazar,تحريم النظر في كتب الكلام,,,,,,,,,,,,عبد الرحمن بن محمد سعيد دمشقية :: السعودية - الرياض :: 1410هـ - 1990م :: عالم الكتب,
openiti_edition_Shamela0006467,openiti_work_0620IbnQudamaMaqdisi.TahrimNazar,تحريم النظر في كتب الكلام,,,,,,,,,,,,عبد الرحمن بن محمد سعيد دمشقية :: عالم الكتب - السعودية - الرياض,
openiti_edition_JK000430,openiti_work_0620IbnQudamaMaqdisi.Tawwabin,التوابين,,,,,,,,,,,,عبد القادر الأرناؤوط :: بيروت :: 1403 :: دار الكتب العلمية,
openiti_edition_ShamAY0033750,openiti_work_0620IbnQudamaMaqdisi.Tawwabin,التوابين,,,,,,,,,,,,عبد القادر الأرناؤوط :: دار الكتب العلمية - بيروت، 1403 - 1983,
openiti_edition_Shamela0011317,openiti_work_0620IbnQudamaMaqdisi.Tawwabin,التوابين,,,,,,,,,,,,دار ابن حزم,
openiti_edition_Shia002183,openiti_work_0620IbnQudamaMaqdisi.Tawwabin,التوابين,,,,,,,,,,,,عبد القادر الأرناؤوط,
openiti_edition_ShamAY0034298,openiti_work_0620IbnQudamaMaqdisi.Wasiyya,الوصية,,,,,,,,,,,,أم عبد الله بنت محروس العسيلي :: الأولى 1411 ه - 1990 م :: دار تيسير السنة,
openiti_edition_AOCP202502141225,openiti_work_0620ZahiriSamarqandi.SindbadNama,Sindbad Nama,,,,,,,,,,,,https://search.worldcat.org/title/1055963366,https://search.worldcat.org/title/1055963366
openiti_edition_ShamAY0033573,openiti_work_0621IbnSirma.Arbacun,الأربعون حديثا عن سبعة أشياخ - مخطوط,,,,,,,,,,,,حمدي عبد المجيد السلفي :: الأولى 1429 ه - 2008 م,
openiti_edition_Kraken230110004547,openiti_work_0622IbnBadrDiyaDinMawsili.JamcBaynSahihayn,Jamc Bayn Sahihayn,,,,,,,,,,,,https://www.worldcat.org/title/897970156,https://www.worldcat.org/title/897970156
openiti_edition_JK005016,openiti_work_0622IbnBadrDiyaDinMawsili.MughniCanHifzWaKitab,المغني عن الحفظ والكتاب (مطبوع مع جنة المرتاب بنقد المغني عن الحفظ والكتاب لأبي إسحاق الحويني),,,,,,,,,,,,بيروت :: 1407 هـ :: دار الكتاب العربي,
openiti_edition_ShamAY0001502,openiti_work_0622IbnBadrDiyaDinMawsili.MughniCanHifzWaKitab,المغني عن الحفظ والكتاب (مطبوع مع جنة المرتاب بنقد المغني عن الحفظ والكتاب لأبي إسحاق الحويني),,,,,,,,,,,,الأولى، 1407 ه :: دار الكتاب العربي - بيروت,
openiti_edition_Shamela0006065,openiti_work_0622IbnBadrDiyaDinMawsili.MughniCanHifzWaKitab,المغني عن الحفظ والكتاب (مطبوع مع جنة المرتاب بنقد المغني عن الحفظ والكتاب لأبي إسحاق الحويني),,,,,,,,,,,,دار الكتاب العربي - بيروت,
openiti_edition_ShamAY0034331,openiti_work_0622IbnBarni.Intifac,انتفاع الأموات بإهداء التلاوات,,,,,,,,,,,,الأولى 1419 ه - 2008 م :: دار ابن حزم,
openiti_edition_ShamAY0035651,openiti_work_0622IbnDarbas.RisalaFiDhabbCanAbiHasanAshcari,رسالة في الذب عن أبي الحسن الأشعري وكتابه الإبانة عن أصول الديانة,,,,,,,,,,,,حمدي بن عبد المجيد السلفي,
openiti_edition_Sham19Y0014102,openiti_work_0623AbuQasimRafici.DurratDarc,درة الضرع لحديث أم زرع,,,,,,,,,,,,الأولى، 1411 ه - 1991 م :: دار ابن حزم للطباعة والنشر والتوزيع، بيروت - لبنان,
openiti_edition_AOCP2023090615,openiti_work_0623AbuQasimRafici.SawadCaynayn,سواد العينين في مناقب الغوث أبي العلمين,,,,,,,,,,,,https://www.worldcat.org/title/656552367,https://www.worldcat.org/title/656552367
openiti_edition_Sham19Y0013577,openiti_work_0623AbuQasimRafici.SharhKabir,فتح العزيز بشرح الوجيز = الشرح الكبير [وهو شرح لكتاب الوجيز في الفقه الشافعي لأبي حامد الغزالي (المتوفى: 505 هـ)],,,,,,,,,,,,علي محمد عوض - عادل أحمد عبد الموجود :: الأولى، 1417 ه - 1997 م :: دار الكتب العلمية، بيروت - لبنان,
openiti_edition_Shamela0001142,openiti_work_0623AbuQasimRafici.SharhKabir,فتح العزيز بشرح الوجيز = الشرح الكبير [وهو شرح لكتاب الوجيز في الفقه الشافعي لأبي حامد الغزالي (المتوفى: 505 هـ)],,,,,,,,,,,,دار الفكر,
openiti_edition_Sham19Y0123510,openiti_work_0623AbuQasimRafici.SharhMusnadShafici,شرح مسند الشافعي,,,,,,,,,,,,أبو بكر وائل محمد بكر زهران :: الأولى، 1428 ه - 2007 م :: وزارة الأوقاف والشؤون الإسلامية إدارة الشؤون الإسلامية، قطر,
openiti_edition_JK001321,openiti_work_0623AbuQasimRafici.Tadwin,التدوين في أخبار قزوين,,,,,,,,,,,,عزيز الله العطاري :: بيروت :: 1987م :: دار الكتب العلمية,
openiti_edition_Masaha004108Vols,openiti_work_0623AbuQasimRafici.Tadwin,التدوين في أخبار قزوين,,,,,,,,,,,,عزيز الله عطاردي‏ :: دار الكتب العلمية,
openiti_edition_Shamela0007435,openiti_work_0623AbuQasimRafici.Tadwin,التدوين في أخبار قزوين,,,,,,,,,,,,http://www.worldcat.org/oclc/4769945782 :: عزيز الله العطاردي :: دار الكتب العلمية,http://www.worldcat.org/oclc/4769945782
openiti_edition_Shamela0027096,openiti_work_0623IbnCabdWahidBukhariMaqdisi.FadlJihad,فضل الجهاد والمجاهدين,,,,,,,,,,,,مبارك بن سيف الهاجري :: الدار السلفية,
openiti_edition_Shamela0029768,openiti_work_0623IbnCabdWahidBukhariMaqdisi.MajmucTakhrij,جزء من تخريج أحمد بن عبد الواحد البخاري,,,,,,,,,,,,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_ShamAY0034263,openiti_work_0624IbnIbrahimBahaDinMaqdisi.CuddaSharhCumda,العدة شرح العمدة,,,,,,,,,,,,صلاح بن محمد عويضة :: الطبعة الثانية، 1426ه/2005م :: دار الكتب العلمية,
openiti_edition_Shamela0010908,openiti_work_0624IbnIbrahimBahaDinMaqdisi.CuddaSharhCumda,العدة شرح العمدة,,,,,,,,,,,,1424هـ 2003 م :: دار الحديث، القاهرة,
openiti_edition_Kraken220413202151,openiti_work_0625Anonymous.AkhbarDawlaSaljuqiyya,Akhbar Dawla Saljuqiyya,,,,,,,,,,,,http://www.worldcat.org/oclc/4770933391,http://www.worldcat.org/oclc/4770933391
openiti_edition_Zaydiyya0000383,openiti_work_0625BahaDinAkwac.AkhbarArbacin,الأخبار الأربعين الوسيلة إلى رب العالمين,,,,,,,,,,,,(مؤسسة الإمام زيد بن علي(ع) الثقافية),
openiti_edition_Sham19Y0016494,openiti_work_0625IbnCabdHaqqYafurani.Iqtidab,الاقتضاب في غريب الموطأ وإعرابه على الأبواب,,,,,,,,,,,,د. عبد الرحمن بن سليمان العثيمين :: الأولى، 2001 م :: مكتبة العبيكان,
openiti_edition_ShamAY0033677,openiti_work_0625IbnCufayjaBandaniji.Juz,جزء الحلوى,,,,,,,,,,,,محمد زياد بن عمر التكلة :: الأولى، 1433 ه - 2012 م :: دار البشائر الإسلامية - بيروت,
openiti_edition_AOCP202502141226,openiti_work_0625NajmDinRawandi.RahatSudur,Rahat Sudur,,,,,,,,,,,,https://search.worldcat.org/title/978167025,https://search.worldcat.org/title/978167025
openiti_edition_Sham19Y0120146,openiti_work_0625SafiDinHalabi.UnsMasjun,أنس المسجون وراحة المحزون,,,,,,,,,,,,محمد أديب الجادر :: الأولى، 1997 م :: دار صادر، بيروت,
openiti_edition_Sham19Y0036097,openiti_work_0626IbnBassamMuhtasib.NihayatRutba,نهاية الرتبة في طلب الحسبة,,,,,,,,,,,,محمد حسن محمد حسن إسماعيل، أحمد فريد المزيدي :: الأولى، 1424 ه - 2003 م :: دار الكتب العلمية، بيروت - لبنان,
openiti_edition_Shamela0026581,openiti_work_0626IbnMuhammadKhwarazmiSakkaki.MiftahCulum,مفتاح العلوم,,,,,,,,,,,,دار الكتب العلمية، بيروت - لبنان,
openiti_edition_JK000129,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,بيروت :: دار الفكر,
openiti_edition_Masaha002942Vols,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,دار صادر بيروت,
openiti_edition_Rafed0002619Vols,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,0 :: دار صادر,
openiti_edition_ShamAY0033803,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,دار الفكر - بيروت,
openiti_edition_Shamela0023735,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,http://www.worldcat.org/oclc/492556514 :: دار صادر، بيروت,http://www.worldcat.org/oclc/492556514
openiti_edition_Shia003435Vols,openiti_work_0626YaqutHamawi.MucjamBuldan,معجم البلدان,,,,,,,,,,,,1399 - 1979 م,
openiti_edition_JK000924,openiti_work_0626YaqutHamawi.MucjamUdaba,معجم الأدباء,,,,,,,,,,,,بيروت :: 1411 هـ - 1991م :: دار الكتب العلمية,
openiti_edition_ShamAY0034599,openiti_work_0626YaqutHamawi.MucjamUdaba,معجم الأدباء,,,,,,,,,,,,دار الكتب العلمية,
openiti_edition_Shamela0009788,openiti_work_0626YaqutHamawi.MucjamUdaba,معجم الأدباء,,,,,,,,,,,,إحسان عباس :: دار الغرب الإسلامي، بيروت,
openiti_edition_Kraken220413202513,openiti_work_0626YaqutHamawi.Mushtarik,Mushtarik,,,,,,,,,,,,http://www.worldcat.org/oclc/747712283,http://www.worldcat.org/oclc/747712283
openiti_edition_Shamela0030375,openiti_work_0627ZaynUmanaIbnCasakir.FawaidMuntaqatDhuhli,جزء فيه عشر أحاديث منتخبة من الجزء الثالث عشر من الفوائد المنتقاة من الأصول من حديث القاضي (...) الذهلي انتقاء الحافظ (...) الدارقطني,,,,,,,,,,,,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_JK000405,openiti_work_0628IbnCaliSanhaji.AkhbarMuluk,أخبار بني عبيد,,,,,,,,,,,,"د. التهامي نقرة , د. عبد الحليم عويس :: القاهرة :: 1401 :: دار الصحوة",
openiti_edition_Shamela0006625,openiti_work_0628IbnCaliSanhaji.AkhbarMuluk,أخبار بني عبيد,,,,,,,,,,,,"د. التهامي نقرة , د. عبد الحليم عويس :: دار الصحوة - القاهرة",
openiti_edition_JK009146,openiti_work_0628IbnQattanFasi.BayanWahm,بيان الوهم والإيهام في كتاب الأحكام,,,,,,,,,,,,د. الحسين آيت سعيد :: الرياض :: 1418هـ-1997م :: دار طيبة,
openiti_edition_Shamela0005923,openiti_work_0628IbnQattanFasi.BayanWahm,بيان الوهم والإيهام في كتاب الأحكام,,,,,,,,,,,,د. الحسين آيت سعيد :: دار طيبة - الرياض,
openiti_edition_Sham19Y0017442,openiti_work_0628IbnQattanFasi.IhkamNaza,إحكام النظر في أحكام النظر بحاسة البصر,,,,,,,,,,,,إدريس الصمدي :: الأولى، 1433 ه - 2012 م :: دار القلم، دمشق - سوريا,
openiti_edition_Sham19Y0013624,openiti_work_0628IbnQattanFasi.Iqnac,الإقناع في مسائل الإجماع,,,,,,,,,,,,حسن فوزي الصعيدي :: الأولى، 1424 ه - 2004 م :: الفاروق الحديثة للطباعة والنشر,
openiti_edition_Kraken21042921,openiti_work_0628IbnZayyat.Tashawwuf,Tashawwuf,,,,,,,,,,,,http://www.worldcat.org/oclc/498594617,http://www.worldcat.org/oclc/498594617
openiti_edition_Kraken22021606121200,openiti_work_0628YahyaIbnCabdMucti.FusulKhamsun,Fusul Khamsun,,,,,,,,,,,,http://www.worldcat.org/oclc/713756232,http://www.worldcat.org/oclc/713756232
openiti_edition_LAL2021040601,openiti_work_0629CabdLatifBaghdadi.IfadaWaIctibar,Ifada Wa Ictibar,,,,,,,,,,,,https://www.worldcat.org/nl/title/8921828950 :: تيم ماكنتوش-سميث :: Tim Mackintosh-Smith :: New York University Press,https://www.worldcat.org/nl/title/8921828950
openiti_edition_Shamela0037031,openiti_work_0629CabdLatifBaghdadi.IfadaWaIctibar,Ifada Wa Ictibar,,,,,,,,,,,,مطبعة وادي النيل,
openiti_edition_Kraken23022302,openiti_work_0629CabdLatifBaghdadi.Mujarrad,Mujarrad,,,,,,,,,,,,https://www.worldcat.org/title/4771084589,https://www.worldcat.org/title/4771084589
openiti_edition_JK000618,openiti_work_0629IbnNuqta.TakmilatIkmal,إكمال الإكمال (تكملة لكتاب الإكمال لابن ماكولا),,,,,,,,,,,,د. عبد القيوم عبد ريب النبي :: مكة المكرمة :: 1410 :: جامعة أم القرى,
openiti_edition_Shamela0005797,openiti_work_0629IbnNuqta.TakmilatIkmal,إكمال الإكمال (تكملة لكتاب الإكمال لابن ماكولا),,,,,,,,,,,,http://www.worldcat.org/oclc/235967800 :: د. عبد القيوم عبد ريب النبي :: جامعة أم القرى - مكة المكرمة,http://www.worldcat.org/oclc/235967800
openiti_edition_JK000688,openiti_work_0629IbnNuqta.TaqyidLiMacrifa,التقييد لمعرفة رواة السنن والمسانيد,,,,,,,,,,,,كمال يوسف الحوت :: بيروت :: 1408 :: دار الكتب العلمية,
openiti_edition_Shamela0009584,openiti_work_0629IbnNuqta.TaqyidLiMacrifa,التقييد لمعرفة رواة السنن والمسانيد,,,,,,,,,,,,http://www.worldcat.org/oclc/4771104911 :: كمال يوسف الحوت :: دار الكتب العلمية,http://www.worldcat.org/oclc/4771104911
openiti_edition_AOCP2023090613,openiti_work_0630HashimIbnSacdAhmadi.GhanimatFariqayn,غنيمة الفريقين من حكم الغوث الرفاعي أبي العلمين,,,,,,,,,,,,https://www.worldcat.org/title/925406773,https://www.worldcat.org/title/925406773
openiti_edition_JK000911,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,http://www.worldcat.org/oclc/4770503997 :: عبد الله القاضي :: بيروت :: 1415هـ :: دار الكتب العلمية,http://www.worldcat.org/oclc/4770503997
openiti_edition_Sham30K0021712,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,عمر عبد السلام تدمري :: الأولى، 1417ه / 1997م :: دار الكتاب العربي، بيروت - لبنان,
openiti_edition_ShamAY0033808,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,دار الصادر - بيروت,
openiti_edition_ShamAY0034612,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,عبد الله القاضي :: دار الكتب العلمية - بيروت - 1415هـ,
openiti_edition_Shamela0021712,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,عمر عبد السلام تدمري :: دار الكتاب العربي، بيروت - لبنان,
openiti_edition_Shia003493Vols,openiti_work_0630IbnAthirCizzDin.Kamil,الكامل في التاريخ,,,,,,,,,,,,1386 - 1966م,
openiti_edition_JK001306,openiti_work_0630IbnAthirCizzDin.LubabFiTahdhibAnsab,اللباب في تهذيب الأنساب,,,,,,,,,,,,بيروت :: 1400هـ - 1980م :: دار صادر,
openiti_edition_Shamela0005793,openiti_work_0630IbnAthirCizzDin.LubabFiTahdhibAnsab,اللباب في تهذيب الأنساب,,,,,,,,,,,,http://www.worldcat.org/oclc/4770390544 :: دار صادر - بيروت,http://www.worldcat.org/oclc/4770390544
openiti_edition_JK009198,openiti_work_0630IbnAthirCizzDin.UsdGhaba,أسد الغابة,,,,,,,,,,,,عادل أحمد الرفاعي :: بيروت / لبنان :: 1417 هـ - 1996 م :: دار إحياء التراث العربي,
openiti_edition_Shamela0001110,openiti_work_0630IbnAthirCizzDin.UsdGhaba,أسد الغابة,,,,,,,,,,,,علي محمد معوض - عادل أحمد عبد الموجود :: 1415هـ - 1994 م :: دار الكتب العلمية,
openiti_edition_Shamela0023700,openiti_work_0630IbnAthirCizzDin.UsdGhaba,أسد الغابة,,,,,,,,,,,,http://www.worldcat.org/oclc/949480777 :: 1409هـ - 1989م :: دار الفكر - بيروت,http://www.worldcat.org/oclc/949480777
openiti_edition_JK001310,openiti_work_0630IbnCaliShaficiQalci.TahdhibRiyasa,تهذيب الرياسة(م),,,,,,,,,,,,إبراهيم يوسف مصطفى عجو :: الأردن الزرقاء :: مكتبة المنار,
openiti_edition_Shamela0007240,openiti_work_0630IbnCaliShaficiQalci.TahdhibRiyasa,تهذيب الرياسة(م),,,,,,,,,,,,إبراهيم يوسف مصطفى عجو :: مكتبة المنار - الأردن الزرقاء,
openiti_edition_Shamela0026370,openiti_work_0630IbnHajib.CawaliMalik,عوالي مالك رواية عمر بن الحاجب,,,,,,,,,,,,محمد الحاج الناصر :: دار الغرب الإسلامي [طبع مع مجموعة من عوالي الإمام مالك],
openiti_edition_JK001098,openiti_work_0630IbnMuhammadBadrDinRazi.HujajQuran,كتاب حجج القرآن,,,,,,,,,,,,أحمد عمر المحمصاني الأزهري :: لبنان :: 1402هـ- 1982م :: دار الرائد العربي,
openiti_edition_Shamela0005548,openiti_work_0630IbnMuhammadBadrDinRazi.HujajQuran,كتاب حجج القرآن,,,,,,,,,,,,أحمد عمر المحمصاني الأزهري :: دار الرائد العربي - لبنان,
openiti_edition_Shamela0030518,openiti_work_0630IbnMuhammadBadrDinRazi.MabahithTafsir,مباحث التفسير لابن المظفر (وهو استدركات وتعليقات على تفسير الكشف والبيان للثعلبي),,,,,,,,,,,,حاتم بن عابد بن عبد الله القرشي :: كنوز إشبيليا - المملكة العربية السعودية,
openiti_edition_Rafed0003376Vols,openiti_work_0631SayfDinAmidi.AbkarAfkar,Abkar Afkar,,,,,,,,,,,,د. أحمد محمد المهدي :: 2 :: دار الكتب والوثائق القوميّة,
openiti_edition_JK000324,openiti_work_0631SayfDinAmidi.GhayatMaram,غاية المرام,,,,,,,,,,,,حسن محمود عبد اللطيف :: القاهرة :: 1391 :: المجلس الأعلى للشئون الإسلامية,
openiti_edition_Rafed0003481,openiti_work_0631SayfDinAmidi.GhayatMaram,غاية المرام,,,,,,,,,,,,الشيخ أحمد فريد المزيدي :: 1 :: دار الكتب العلميّة,
openiti_edition_Shamela0006364,openiti_work_0631SayfDinAmidi.GhayatMaram,غاية المرام,,,,,,,,,,,,حسن محمود عبد اللطيف :: المجلس الأعلى للشئون الإسلامية - القاهرة,
openiti_edition_JK000149,openiti_work_0631SayfDinAmidi.IhkamFiUsulAhkam,الإحكام للآمدي,,,,,,,,,,,,د. سيد الجميلي :: بيروت :: 1404 :: دار الكتاب العربي,
openiti_edition_ShamAY0034186,openiti_work_0631SayfDinAmidi.IhkamFiUsulAhkam,الإحكام للآمدي,,,,,,,,,,,,د. سيد الجميلي :: دار الكتاب العربي - بيروت,
openiti_edition_Shamela0010801,openiti_work_0631SayfDinAmidi.IhkamFiUsulAhkam,الإحكام للآمدي,,,,,,,,,,,,عبد الرزاق عفيفي :: المكتب الإسلامي، بيروت- دمشق- لبنان,
openiti_edition_Shia002924Vols,openiti_work_0631SayfDinAmidi.IhkamFiUsulAhkam,الإحكام للآمدي,,,,,,,,,,,,تعليق : عبد الرزاق عفيفي :: 1402,
openiti_edition_Kraken220204081839,openiti_work_0632AbuHafsSuhrawardi.CawarifMacarif,Cawarif Macarif,,,,,,,,,,,,http://www.worldcat.org/oclc/1229994908,http://www.worldcat.org/oclc/1229994908
openiti_edition_Shamela0026473,openiti_work_0632AbuHafsSuhrawardi.Mashyakha,مشيخة السهروردي,,,,,,,,,,,,http://www.worldcat.org/oclc/862541896 :: عامر حسن صبري :: مؤسسة الريان [طبع ضمن مجموع فيه ثلاث من كتب المشيخات الحديثية],http://www.worldcat.org/oclc/862541896
openiti_edition_JK009276,openiti_work_0632BahaDinIbnShaddad.NawadirSultaniyya,النوادر السلطانية و المحاسن اليوسفية,,,,,,,,,,,,http://www.worldcat.org/oclc/4771241534 (1964 edition) :: جمال الدين الشيال :: لا يوجد :: 1964 :: لا يوجد,http://www.worldcat.org/oclc/4771241534
openiti_edition_Shamela0012716,openiti_work_0632BahaDinIbnShaddad.NawadirSultaniyya,النوادر السلطانية و المحاسن اليوسفية,,,,,,,,,,,,الدكتور جمال الدين الشيال :: مكتبة الخانجي، القاهرة,
openiti_edition_Masaha002914,openiti_work_0632IsmacilMarwazi.FakhriFiAnsab,الفخري في أنساب الطالبيين,,,,,,,,,,,,مكتبة آية الله المرعشي النجفي‏,
openiti_edition_Sham19Y0017104,openiti_work_0633BattalRukabi.NazmMustaczab,النظم المستعذب في تفسير غريب ألفاظ المهذب,,,,,,,,,,,,1988 م (جزء 1)، 1991 م (جزء 2) :: المكتبة التجارية، مكة المكرمة,
openiti_edition_JK009389,openiti_work_0633IbnDihyaJumayyilKalbi.AdaMaWajaba,كتاب أداء ما وجب من بيان الوضاعين في رجب,,,,,,,,,,,,جمال عزون :: بيروت /لبنان :: 1421هـ /2000م :: مؤسسة الريان,
openiti_edition_Shamela0023163,openiti_work_0633IbnDihyaJumayyilKalbi.AdaMaWajaba,كتاب أداء ما وجب من بيان الوضاعين في رجب,,,,,,,,,,,,محمد زهير الشاويش :: المكتب الإسلامي,
