edition_id,work_id,edition_title,publisher,publication_city,publication_country,publication_year,edition_number,volume_count,editor,reviewer,translator,isbn,series,print_notes,bibliographic_record_url
openiti_edition_Sham19Y0022797,openiti_work_0458Bayhaqi.ManaqibShafici,مناقب الشافعي للبيهقي,,,,,,,,,,,,السيد أحمد صقر :: الأولى، 1390 ه - 1970 م :: مكتبة دار التراث - القاهرة,
openiti_edition_JK009179,openiti_work_0458Bayhaqi.QadaWaQadar,القضاء والقدر,,,,,,,,,,,,http://www.worldcat.org/oclc/45149620 :: محمد بن عبد الله آل عامر :: الرياض / السعودية :: 1421هـ - 2000م :: مكتبة العبيكان,http://www.worldcat.org/oclc/45149620
openiti_edition_Shamela0013053,openiti_work_0458Bayhaqi.QadaWaQadar,القضاء والقدر,,,,,,,,,,,,محمد بن عبد الله آل عامر :: مكتبة العبيكان - الرياض / السعودية,
openiti_edition_JK000631,openiti_work_0458Bayhaqi.QiraaKhalfaImam,كتاب القراءة خلف الإمام,,,,,,,,,,,,http://www.worldcat.org/oclc/14085475 :: محمد السعيد بن بسيوني زغلول :: بيروت :: 1405 :: دار الكتب العلمية,http://www.worldcat.org/oclc/14085475
openiti_edition_Shamela0001378,openiti_work_0458Bayhaqi.QiraaKhalfaImam,كتاب القراءة خلف الإمام,,,,,,,,,,,,محمد السعيد بن بسيوني زغلول :: دار الكتب العلمية - بيروت,
openiti_edition_Shamela0027089,openiti_work_0458Bayhaqi.RisalaIlaJuwayni,رسالة الإمام أبي بكر البيهقي إلى الإمام أبي محمد الجويني,,,,,,,,,,,,http://www.worldcat.org/oclc/4770489421 :: أبو عبيد الله فراس بن خليل مشعل :: دار البشائر الإسلامية,http://www.worldcat.org/oclc/4770489421
openiti_edition_JK000021,openiti_work_0458Bayhaqi.ShucabIman,شعب الإيمان,,,,,,,,,,,,http://www.worldcat.org/oclc/22763669 :: محمد السعيد بسيوني زغلول :: بيروت :: 1410 :: دار الكتب العلمية,http://www.worldcat.org/oclc/22763669
openiti_edition_ShamAY0033962,openiti_work_0458Bayhaqi.ShucabIman,شعب الإيمان,,,,,,,,,,,,محمد السعيد بسيوني زغلول :: دار الكتب العلمية - بيروت,
openiti_edition_Shamela0010660,openiti_work_0458Bayhaqi.ShucabIman,شعب الإيمان,,,,,,,,,,,,الدكتور عبد العلي عبد الحميد حامد :: مختار أحمد الندوي، صاحب الدار السلفية ببومباي - الهند :: مكتبة الرشد للنشر والتوزيع بالرياض بالتعاون مع الدار السلفية ببومباي بالهند,
openiti_edition_JK000484,openiti_work_0458Bayhaqi.SunanKubra,سنن البيهقي الكبرى,,,,,,,,,,,,محمد عبد القادر عطا :: مكة المكرمة :: 1414 - 1994 :: مكتبة دار الباز,
openiti_edition_Sham19Y0148486,openiti_work_0458Bayhaqi.SunanKubra,سنن البيهقي الكبرى,,,,,,,,,,,,الدكتور عبد الله بن عبد المحسن التركي :: الأولى، 1432 ه - 2011 م :: مركز هجر للبحوث والدراسات العربية والإسلامية (الدكتور / عبد السند حسن يمامة),
openiti_edition_ShamAY0033909,openiti_work_0458Bayhaqi.SunanKubra,سنن البيهقي الكبرى,,,,,,,,,,,,مجلس دائرة المعارف,
openiti_edition_Shamela0007861,openiti_work_0458Bayhaqi.SunanKubra,سنن البيهقي الكبرى,,,,,,,,,,,,محمد عبد القادر عطا :: دار الكتب العلمية، بيروت - لبنات,
openiti_edition_ShamAY0033602,openiti_work_0458Bayhaqi.SunanSaghir,السنن الصغير للبيهقي,,,,,,,,,,,,السعودية/ الرياض :: 1422ه - 2001م :: مكتبة الرشد,
openiti_edition_Shamela0012415,openiti_work_0458Bayhaqi.SunanSaghir,السنن الصغير للبيهقي,,,,,,,,,,,,http://www.worldcat.org/oclc/4771234991 :: عبد المعطي أمين قلعجي :: جامعة الدراسات الإسلامية، كراتشي ـ باكستان,http://www.worldcat.org/oclc/4771234991
openiti_edition_JK001288,openiti_work_0458Bayhaqi.ZuhdKabir,الزهد الكبير,,,,,,,,,,,,http://www.worldcat.org/oclc/4771214603 (1996 reprint) :: عامر أحمد حيدر :: بيروت :: 1996 :: مؤسسة الكتب الثقافية,http://www.worldcat.org/oclc/4771214603
openiti_edition_Shamela0013025,openiti_work_0458Bayhaqi.ZuhdKabir,الزهد الكبير,,,,,,,,,,,,عامر أحمد حيدر :: مؤسسة الكتب الثقافية - بيروت,
openiti_edition_JK000909,openiti_work_0458IbnSidaMursi.CadadFiLugha,كتاب العدد في اللغة,,,,,,,,,,,,عبد الله بن الحسين الناصر / عدنان بن محمد الظاهر :: 1413هـ 1993م,
openiti_edition_Shamela0006983,openiti_work_0458IbnSidaMursi.CadadFiLugha,كتاب العدد في اللغة,,,,,,,,,,,,عبد الله بن الحسين الناصر / عدنان بن محمد الظاهر,
openiti_edition_JK006962,openiti_work_0458IbnSidaMursi.MuhkamWaMuhit,المحكم والمحيط الأعظم,,,,,,,,,,,,عبد الحميد هنداوي :: بيروت :: 2000م :: دار الكتب العلمية,
openiti_edition_Shamela0009757,openiti_work_0458IbnSidaMursi.MuhkamWaMuhit,المحكم والمحيط الأعظم,,,,,,,,,,,,عبد الحميد هنداوي :: دار الكتب العلمية - بيروت,
openiti_edition_JK000849,openiti_work_0458IbnSidaMursi.Mukhassas,المخصص,,,,,,,,,,,,خليل إبراهم جفال :: بيروت :: 1417هـ 1996م :: دار إحياء التراث العربي,
openiti_edition_Shamela0003590,openiti_work_0458IbnSidaMursi.Mukhassas,المخصص,,,,,,,,,,,,خليل إبراهم جفال :: دار إحياء التراث العربي - بيروت,
openiti_edition_Kraken22080816591301,openiti_work_0458YahyaIbnSacidAntaki.Tarikh,تاريخ الأنطاكي المعروف بصلة تاريخ أوتيخاء,,,,,,,,,,,,http://www.worldcat.org/oclc/490824593,http://www.worldcat.org/oclc/490824593
openiti_edition_Sham19Y0014512BK1,openiti_work_0458YahyaIbnSacidAntaki.Tarikh,تاريخ الأنطاكي المعروف بصلة تاريخ أوتيخاء,,,,,,,,,,,,https://worldcat.org/en/title/4771193834 :: 1990 :: جروس برس، طرابلس - لبنان,https://worldcat.org/en/title/4771193834
openiti_edition_Shamela0026566,openiti_work_0459IbnMuhammadDimashqi.Fawaid,الحنائيات (فوائد أبي القاسم الحنائي),,,,,,,,,,,,خالد رزق محمد جبر أبو النجا :: أضواء السلف,
openiti_edition_Masaha002861,openiti_work_0459IbnSufi.Majdi,المجدي في أنساب الطالبين,,,,,,,,,,,,مكتبة آية الله المرعشي النجفي‏,
openiti_edition_Shia003445,openiti_work_0459IbnSufi.Majdi,المجدي في أنساب الطالبين,,,,,,,,,,,,http://www.worldcat.org/oclc/949390860 :: تحقيق : الدكتور أحمد المهدوي الدامغاني / إشراف : الدكتور السيد محمود المرعشي :: 1409,http://www.worldcat.org/oclc/949390860
openiti_edition_JK000032,openiti_work_0460AbuIshaqIlbiri.Diwan,ديوان أبو إسحاق الألبيري,,,,,,,,,,,,د. محمد رضوان الداية :: دمشق :: 1401 - 1981 :: دار قتيبة,
openiti_edition_Shamela0006869,openiti_work_0460AbuIshaqIlbiri.Diwan,ديوان أبو إسحاق الألبيري,,,,,,,,,,,,د. محمد رضوان الداية :: دار قتيبة - دمشق,
openiti_edition_LAL2023020101,openiti_work_0460IbnButlan.DacwatAtibba,Dacwat Atibba,,,,,,,,,,,,https://www.worldcat.org/title/1371573373 :: فيليب كبنبدي :: Philip F. Kennedy :: جيرمي فيريل :: Jeremy Farrell :: New York University Press,https://www.worldcat.org/title/1371573373
openiti_edition_Shia001334,openiti_work_0460ShaykhTusi.Amali,الأمالي,,,,,,,,,,,,قسم الدراسات الإسلامية - مؤسسة البعثة :: 1414,
openiti_edition_Shia002748Vols,openiti_work_0460ShaykhTusi.CiddatUsul,عدة الأصول (ط.ج),,,,,,,,,,,,محمد رضا الأنصاري القمي :: ذي الحجة 1417 - 1376 ش,
openiti_edition_Shia002750Vols,openiti_work_0460ShaykhTusi.CiddatUsul,عدة الأصول (ط.ج),,,,,,,,,,,,محمد مهدي نجف,
openiti_edition_Shia002934,openiti_work_0460ShaykhTusi.Fihrist,الفهرست,,,,,,,,,,,,http://www.worldcat.org/oclc/846355641 :: الشيخ جواد القيومي :: شعبان المعظم 1417,http://www.worldcat.org/oclc/846355641
openiti_edition_Shia001335,openiti_work_0460ShaykhTusi.Ghayba,الغيبة,,,,,,,,,,,,الشيخ عباد الله الطهراني ، الشيخ علي أحمد ناصح :: شعبان 1411,
openiti_edition_Masaha000524Vols,openiti_work_0460ShaykhTusi.IkhtiyarMacrifatRijal,اختيار معرفة الرجال,,,,,,,,,,,,مؤسسة آل البيت عليهم السلام,
openiti_edition_Shia002932VolsBK1,openiti_work_0460ShaykhTusi.IkhtiyarMacrifatRijal,اختيار معرفة الرجال,,,,,,,,,,,,http://www.worldcat.org/oclc/22315124 :: تصحيح وتعليق : مير داماد الأسترابادي / تحقيق : السيد مهدي الرجائي :: 1404,http://www.worldcat.org/oclc/22315124
openiti_edition_Zaydiyya0000278,openiti_work_0460ShaykhTusi.IkhtiyarMacrifatRijal,اختيار معرفة الرجال,,,,,,,,,,,,تحقيق السيد مهدي الرجائي,
openiti_edition_Rafed0003319,openiti_work_0460ShaykhTusi.Iqtisad,الإقتصاد فيما يتعلق بالإعتقاد,,,,,,,,,,,,2 :: دار الأضواء,
openiti_edition_Shia000025,openiti_work_0460ShaykhTusi.Iqtisad,الإقتصاد فيما يتعلق بالإعتقاد,,,,,,,,,,,,http://www.worldcat.org/oclc/928970241,http://www.worldcat.org/oclc/928970241
openiti_edition_Shia001157Vols,openiti_work_0460ShaykhTusi.Istibsar,Istibsar,,,,,,,,,,,,http://www.worldcat.org/oclc/741091528,http://www.worldcat.org/oclc/741091528
openiti_edition_Shia000026Vols,openiti_work_0460ShaykhTusi.Khilaf,الخلاف,,,,,,,,,,,,جماعة من المحققين :: جمادي الآخرة 1407,
openiti_edition_Shia000033Vols,openiti_work_0460ShaykhTusi.Mabsut,المبسوط,,,,,,,,,,,,تصحيح وتعليق : السيد محمد تقي الكشفي :: 1387,
openiti_edition_Shia000042,openiti_work_0460ShaykhTusi.MisbahMutahajjad,مصباح المتهجد,,,,,,,,,,,,1411 - 1991 م,
openiti_edition_Rafed0001252,openiti_work_0460ShaykhTusi.RasailCashar,الرسائل العشر (للشيخ الطوسي),,,,,,,,,,,,0 :: مؤسسة النشر الإسلامي,
openiti_edition_Shia002935,openiti_work_0460ShaykhTusi.Rijal,رجال الطوسي,,,,,,,,,,,,http://www.worldcat.org/oclc/4770038791 :: جواد القيومي الإصفهاني :: رمضان المبارك 1415,http://www.worldcat.org/oclc/4770038791
openiti_edition_Zaydiyya0000285,openiti_work_0460ShaykhTusi.Rijal,رجال الطوسي,,,,,,,,,,,,جواد القيومى الاصفهانى :: مؤسسة النشر الاسلامي التابعه لجماعة المدرسين بقم المقدسة,
openiti_edition_Shia001161Vols,openiti_work_0460ShaykhTusi.TahdhibAhkam,تهذيب الأحكام في شرح المقنعة,,,,,,,,,,,,http://www.worldcat.org/oclc/4770384570,http://www.worldcat.org/oclc/4770384570
openiti_edition_Zaydiyya0000302,openiti_work_0460ShaykhTusi.TahdhibAhkam,تهذيب الأحكام في شرح المقنعة,,,,,,,,,,,,http://www.worldcat.org/oclc/708708180,http://www.worldcat.org/oclc/708708180
openiti_edition_Shia002341Vols,openiti_work_0460ShaykhTusi.Tibyan,التبيان الجامع لعلوم القرآن,,,,,,,,,,,,تحقيق وتصحيح : أحمد حبيب قصير العاملي :: رمضان المبارك 1409,
openiti_edition_Sham19Y0030388BK1,openiti_work_0461AbuHusaynFarisi.Majlis,مجلس من املاء الشيخ أبي الحسين الفارسي,,,,,,,,,,,,الأولى، 2004 :: مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_Sham19Y0030388BK2,openiti_work_0461AbuZakariyaBukhari.Majlisan,مجلسان من املاء الشيخ أبي زكريا البخاري,,,,,,,,,,,,الأولى، 2004 :: مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_JK000282,openiti_work_0461IbnHusaynSughdi.NutafFifatawa,النتف في الفتاوى,,,,,,,,,,,,المحامي الدكتور صلاح الدين الناهي :: عمان الأردن / بيروت لبنان :: 1404 - 1984 :: دار الفرقان / مؤسسة الرسالة,
openiti_edition_Shamela0006178,openiti_work_0461IbnHusaynSughdi.NutafFifatawa,النتف في الفتاوى,,,,,,,,,,,,المحامي الدكتور صلاح الدين الناهي :: دار الفرقان / مؤسسة الرسالة - عمان الأردن / بيروت لبنان,
openiti_edition_Sham19Y0017812,openiti_work_0462QadiHusaynMarwarudhi.Tacliqa,التعليقة للقاضي حسين (على مختصر المزني),,,,,,,,,,,,علي محمد معوض - عادل أحمد عبد الموجود :: مكتبة نزار مصطفى الباز - مكة المكرمة,
openiti_edition_AOCP2023090647,openiti_work_0463AbuCubaydJuzjani.SiratShaykhRayyis,Sirat Shaykh Rayyis,,,,,,,,,,,,https://www.worldcat.org/title/940316191,https://www.worldcat.org/title/940316191
openiti_edition_AOCP20250214562,openiti_work_0463AbuSacidGardizi.ZaynAkhbar,زين الأخبار,,,,,,,,,,,,https://search.worldcat.org/title/23489539,https://search.worldcat.org/title/23489539
openiti_edition_JK000035,openiti_work_0463IbnCabdBarr.AdabMujalasa,أدب المجالسة وحمد اللسان وفضل البيان¶    وذم العي وتعليم الاعراب,,,,,,,,,,,,http://www.worldcat.org/oclc/25051379 :: سمير حلبي :: طنطا :: 1409 - 1989 :: دار الصحابة للتراث,http://www.worldcat.org/oclc/25051379
openiti_edition_Shamela0006780,openiti_work_0463IbnCabdBarr.AdabMujalasa,أدب المجالسة وحمد اللسان وفضل البيان¶    وذم العي وتعليم الاعراب,,,,,,,,,,,,سمير حلبي :: دار الصحابة للتراث - طنطا,
openiti_edition_Shia002115,openiti_work_0463IbnCabdBarr.AdabMujalasa,أدب المجالسة وحمد اللسان وفضل البيان¶    وذم العي وتعليم الاعراب,,,,,,,,,,,,http://www.worldcat.org/oclc/25051379 :: سمير حلبي :: 1409 - 1989,http://www.worldcat.org/oclc/25051379
openiti_edition_Shamela0010695,openiti_work_0463IbnCabdBarr.Durar,الدرر في اختصار المغازي والسير,,,,,,,,,,,,¶    https://ia800903.us.archive.org/29/items/demsPDF/dems.pdf :: permalink :: permalink :: الدكتور شوقي ضيف :: دار المعارف - القاهرة,https://ia800903.us.archive.org/29/items/demsPDF/dems.pdf
openiti_edition_Sham19Y0018116,openiti_work_0463IbnCabdBarr.IkhtilafMalikWaAshabihi,اختلاف أقوال مالك وأصحابه,,,,,,,,,,,,الأولى، 2003 ه :: دار الغرب الإسلامي,
openiti_edition_JK000948,openiti_work_0463IbnCabdBarr.InbahCalaQabail,الإنباه على قبائل الرواة,,,,,,,,,,,,إبراهيم الأبياري :: بيروت - لبنان :: 1405هـ - 1985م :: دار الكتاب العربي,
openiti_edition_Shamela0006696,openiti_work_0463IbnCabdBarr.InbahCalaQabail,الإنباه على قبائل الرواة,,,,,,,,,,,,إبراهيم الأبياري :: دار الكتاب العربي - بيروت - لبنان,
openiti_edition_Shia002117,openiti_work_0463IbnCabdBarr.InbahCalaQabail,الإنباه على قبائل الرواة,,,,,,,,,,,,إبراهيم الأبياري :: 1405 - 1985م,
